pos,gen_pos,count
4102769,0.04102769,3
4103714,0.04103714,1
4110605,0.04110605,1
4110683,0.041106830000000004,1
4121741,0.04121741,1
4136752,0.04136752,1
4147084,0.04147084,3
4150756,0.04150756,1
4171561,0.04171561,1
4178903,0.04178903,1
4183057,0.04183057,1
4209483,0.04209483,1
4321074,0.04321074,1
4334498,0.04334498,2
4382261,0.04382261,1
4395882,0.04395882,2
4395967,0.04395967,1
4396344,0.04396344,2
4401679,0.04401679,1
4418371,0.04418371,1
4439133,0.04439133,1
4455748,0.044557480000000003,1
4459118,0.04459118,1
4475238,0.04475238,4
4489402,0.04489402,1
4499752,0.04499752,2
4508432,0.045084320000000004,1
4536170,0.0453617,4
4549850,0.045498500000000004,1
4586913,0.04586913,1
4636556,0.04636556,2
4649958,0.04649958,2
4652735,0.04652735,2
4656063,0.04656063,3
4672820,0.0467282,3
4684567,0.04684567,2
4684641,0.04684641,3
4704460,0.0470446,4
4712600,0.047126,3
4721744,0.04721744,1
4777553,0.047775530000000004,3
4804283,0.04804283,1
4809016,0.04809016,2
4811227,0.04811227,4
4822916,0.04822916,2
4831930,0.0483193,1
4841762,0.04841762,1
4869361,0.04869361,2
4870260,0.0487026,1
4892049,0.048920490000000004,3
4904903,0.04904903,4
4910713,0.04910713,1
4911666,0.04911666,1
4912540,0.0491254,1
4914485,0.049144850000000004,2
4925242,0.04925242,1
4993546,0.04993546,1
5011812,0.05011812,1
5049979,0.05049979,1
5078765,0.050787650000000004,1
5107409,0.05107409,2
5146432,0.05146432,2
5163085,0.05163085,1
5166291,0.05166291,3
5222454,0.05222454,4
5254711,0.05254711,1
5309621,0.05309621,1
5363292,0.05363292,1
5398317,0.053983170000000004,2
5413247,0.05413247,1
5417751,0.05417751,2
5532937,0.05532937,2
5562337,0.05562337,1
5586546,0.05586546,1
5633032,0.05633032,2
5636920,0.0563692,2
5666772,0.05666772,2
5687591,0.05687591,2
5716694,0.05716694,1
5719048,0.05719048,4
5730564,0.05730564,3
5736182,0.05736182,1
5740689,0.05740689,1
5741002,0.05741002,1
5762279,0.05762279,1
5772390,0.0577239,4
5801877,0.058018770000000004,4
5801925,0.05801925,1
5803155,0.05803155,1
5817339,0.05817339,1
5820739,0.058207390000000005,1
5821556,0.05821556,3
5864799,0.058647990000000004,1
5882759,0.05882759,1
5890575,0.05890575,2
5942882,0.05942882,1
5943473,0.05943473,1
5950916,0.05950916,1
5953278,0.05953278,2
5969726,0.05969726,1
5979428,0.05979428,2
6004445,0.06004445,4
6007777,0.06007777,4
6040410,0.0604041,1
6079814,0.06079814,1
6091693,0.06091693,1
6123227,0.06123227,1
6306987,0.06306987,2
6323811,0.06323811,2
6387712,0.06387712,2
6388969,0.06388969,1
6400873,0.06400873,1
6437572,0.06437572,2
6437990,0.0643799,1
6447542,0.06447542,2
6504176,0.06504176,1
6525136,0.06525136000000001,4
6540807,0.06540807,1
6556613,0.06556613,3
6559656,0.06559656,2
6594896,0.06594896,3
6598433,0.06598433000000001,2
6601284,0.06601284,1
6630323,0.06630323,3
6643987,0.06643987,1
6649378,0.06649378,4
6666705,0.06666705,2
6686853,0.06686853,1
6727247,0.06727247,3
6743041,0.06743041,1
6774436,0.06774436,4
6792256,0.06792256,1
6794131,0.06794131,4
6797457,0.06797457,4
6797522,0.06797522,1
6830012,0.06830012,2
6834812,0.06834812,2
6841338,0.06841338,1
6870114,0.06870114000000001,2
6871847,0.06871847,2
6873925,0.06873925,3
6878174,0.06878174000000001,2
6894148,0.06894148,1
6902399,0.06902399000000001,4
6910913,0.06910913,3
6954041,0.06954041,2
6974765,0.06974765000000001,3
6995979,0.06995979000000001,1
7066051,0.07066051,1
7072701,0.07072701,2
7084244,0.07084244,1
7094868,0.07094868,1
7145935,0.07145935,2
7146152,0.07146152,1
7172350,0.0717235,4
7189400,0.071894,4
7201911,0.07201911,2
7230364,0.07230364,2
7245849,0.07245849,1
7256085,0.07256085,2
7260509,0.07260509,4
7266920,0.0726692,1
7270985,0.07270985,1
7288210,0.0728821,1
7289081,0.07289081,1
7301381,0.07301381,3
7404822,0.07404822,1
7429987,0.07429987,2
7464817,0.07464817,2
7493499,0.07493499,1
7542960,0.0754296,3
7565369,0.07565369,3
7571208,0.07571208,4
7617958,0.07617958,3
7654691,0.07654691,1
7655340,0.07655340000000001,1
7681218,0.07681218000000001,2
7685057,0.07685057,3
7694123,0.07694123,1
7736046,0.07736046,1
7809682,0.07809682,4
7810536,0.07810536,4
7841946,0.07841946,2
7845188,0.07845188,2
7865086,0.07865086,2
7875362,0.07875362,2
7988040,0.0798804,2
8005716,0.08005716,3
8011045,0.08011045,2
8038615,0.08038615,1
8043183,0.08043183,1
8084933,0.08084933,1
8095213,0.08095213,2
8108344,0.08108344,2
8123152,0.08123152,2
8163243,0.08163243,2
8175339,0.08175339,1
8190458,0.08190458,3
8213712,0.08213712000000001,4
8238459,0.08238459000000001,1
8286989,0.08286989,3
8295437,0.08295437,2
8300903,0.08300903,1
8342703,0.08342703,3
8343439,0.08343439,2
8355290,0.0835529,2
8374279,0.08374279,3
8386336,0.08386336,1
8386997,0.08386997,1
8389754,0.08389754,4
8394006,0.08394006,1
8394691,0.08394691,1
8397255,0.08397255,1
8506298,0.08506298,2
8516132,0.08516132,3
8568076,0.08568076000000001,1
8570835,0.08570835,4
8570860,0.0857086,4
8601358,0.08601358,3
8661414,0.08661414,2
8675197,0.08675197,2
8696751,0.08696751,2
8795434,0.08795434,2
8801500,0.088015,2
8810003,0.08810003,1
8833227,0.08833227,1
8851707,0.08851707,1
8886717,0.08886717,1
8886929,0.08886929,4
8906631,0.08906631,1
8926551,0.08926551,1
8938512,0.08938512,3
8944696,0.08944696,1
8962348,0.08962348,3
8967817,0.08967817,3
8974191,0.08974191000000001,1
8976095,0.08976095,3
8999581,0.08999581,3
9016709,0.09016709,4
9031755,0.09031755,1
9034931,0.09034931,2
9035207,0.09035207,1
9045522,0.09045522,1
9056593,0.09056593,1
9072362,0.09072362,2
9140464,0.09140464,1
9176540,0.0917654,4
9221654,0.09221654,2
9233063,0.09233063,2
9247581,0.09247581,1
9258220,0.0925822,2
9263341,0.09263341,1
9312693,0.09312693,2
9315745,0.09315745,2
9316396,0.09316396,3
9329823,0.09329823,1
9337098,0.09337098,1
9349411,0.09349411,1
9350055,0.09350055,4
9353889,0.09353889,2
9354425,0.09354425,3
9356728,0.09356728,1
9362092,0.09362092,1
9364776,0.09364776,1
9383247,0.09383247,3
9393650,0.0939365,2
9396277,0.09396277,3
9423748,0.09423748,1
9446198,0.09446198,1
9455972,0.09455972,1
9494374,0.09494374,1
9556528,0.09556528,4
9582459,0.09582459,1
9613062,0.09613062,2
9627845,0.09627845,2
9673470,0.0967347,2
9685812,0.09685812,1
9686279,0.09686279,2
9746566,0.09746566,3
9757178,0.09757178,1
9784517,0.09784517,2
9797503,0.09797503,4
9819324,0.09819324,1
9825847,0.09825847,1
9840260,0.0984026,1
9858663,0.09858663000000001,1
9861781,0.09861781,1
9889489,0.09889489,3
9914957,0.09914957,1
9920712,0.09920712,4
9936150,0.0993615,1
9976616,0.09976616,2
10027527,0.10027527,4
10029600,0.100296,1
10093816,0.10093816,1
10112622,0.10112622,1
10118406,0.10118406,3
10126512,0.10126512,4
10139671,0.10139671,3
10159352,0.10159352,1
10165601,0.10165601,4
10170199,0.10170199,2
10175302,0.10175302,1
10175442,0.10175442,2
10218098,0.10218098,2
10219940,0.1021994,4
10221002,0.10221002,2
10222649,0.10222649,2
10232792,0.10232792,3
10256954,0.10256954,1
10299393,0.10299393,1
10315761,0.10315761,1
10319242,0.10319242,2
10325355,0.10325355,1
10347519,0.10347519000000001,3
10355574,0.10355574000000001,1
10421737,0.10421737,3
10434339,0.10434339000000001,4
10434989,0.10434989,1
10503188,0.10503188000000001,1
10516276,0.10516276000000001,1
10523063,0.10523063,1
10546478,0.10546478000000001,1
10562708,0.10562708,4
10582808,0.10582808,1
10645349,0.10645349,1
10656104,0.10656104,1
10664947,0.10664947,3
10666019,0.10666019,2
10677405,0.10677405,1
10696410,0.1069641,4
10712027,0.10712027,1
10743136,0.10743136,1
10754039,0.10754039,1
10754749,0.10754749,1
10778753,0.10778753,2
10839890,0.1083989,1
10841970,0.10841970000000001,3
10866929,0.10866929,1
10876002,0.10876002,1
10880628,0.10880628,3
10883178,0.10883178,1
10898997,0.10898997,4
10932773,0.10932773,1
10937985,0.10937985,4
10938086,0.10938086,4
10985326,0.10985326000000001,2
11014992,0.11014992,1
11058037,0.11058037,2
11179353,0.11179353,2
11198553,0.11198553,2
11209472,0.11209472000000001,1
11275639,0.11275639,3
11316513,0.11316513,1
11342468,0.11342468,2
11394973,0.11394973,1
11473876,0.11473876000000001,1
11475224,0.11475224,2
11478972,0.11478972,4
11496035,0.11496035,4
11496472,0.11496472,2
11500946,0.11500946000000001,2
11529186,0.11529186,2
11543238,0.11543238,1
11543751,0.11543751000000001,1
11544548,0.11544548,1
11546839,0.11546839,2
11631522,0.11631522,1
11699269,0.11699269,2
11702144,0.11702144,2
11750494,0.11750494,1
11807058,0.11807058000000001,1
11845971,0.11845971,2
11923359,0.11923359,1
11932680,0.1193268,4
11932912,0.11932912,1
11938027,0.11938027,1
11949751,0.11949751,1
11950034,0.11950034,2
11975530,0.11975530000000001,1
12025242,0.12025242,1
12047583,0.12047583,3
12047792,0.12047792,3
12097949,0.12097949000000001,1
12107677,0.12107677,4
12127601,0.12127601,2
12131771,0.12131771000000001,2
12151973,0.12151973,1
12189045,0.12189045,3
12190206,0.12190206,3
12200252,0.12200252,2
12227517,0.12227517,1
12234668,0.12234668,2
12278944,0.12278944,1
12294912,0.12294912000000001,2
12305706,0.12305706,2
12307824,0.12307824,1
12311546,0.12311546,1
12321924,0.12321924000000001,1
12349616,0.12349616000000001,3
12369909,0.12369909,2
12381108,0.12381108,2
12520084,0.12520084,1
12523052,0.12523052,1
12558302,0.12558302,2
12561139,0.12561139,3
12574876,0.12574876000000001,2
12575535,0.12575535000000002,3
12602668,0.12602668,3
12605162,0.12605162,2
12610762,0.12610762,1
12640466,0.12640466,1
12658415,0.12658415,1
12681271,0.12681271,2
12698041,0.12698041000000002,1
12700941,0.12700941,1
12740060,0.1274006,2
12746151,0.12746151,1
12768668,0.12768668,1
12775057,0.12775057,1
12779593,0.12779593,1
12850351,0.12850351000000002,3
12851110,0.1285111,1
12881551,0.12881551,3
12913793,0.12913793,2
12931478,0.12931478,1
12931963,0.12931963,4
12950592,0.12950592,1
12957059,0.12957059,3
12962915,0.12962915,3
12991705,0.12991705,1
12996556,0.12996556,2
13018305,0.13018305,1
13020944,0.13020944,3
13021399,0.13021399,2
13043775,0.13043775,2
13054782,0.13054782,1
13057113,0.13057113,1
13066292,0.13066292000000002,1
13094554,0.13094554,4
13123242,0.13123242000000002,1
13136615,0.13136615000000001,1
13141838,0.13141838,4
13157980,0.1315798,1
13192721,0.13192721,4
13205846,0.13205846000000002,4
13252486,0.13252486,2
13314235,0.13314235,2
13321383,0.13321383,1
13351194,0.13351194,1
13409914,0.13409914,2
13478846,0.13478846,1
13522494,0.13522494000000002,1
13553013,0.13553013,2
13557871,0.13557871,1
13577152,0.13577152,1
13587459,0.13587459,1
13597712,0.13597712,1
13606302,0.13606302,1
13608739,0.13608739,4
13626052,0.13626052,1
13631126,0.13631126,3
13636873,0.13636873,1
13655034,0.13655034,2
13655993,0.13655993,1
13682400,0.136824,3
13707143,0.13707143,2
13725753,0.13725753000000002,4
13726629,0.13726629,1
13730437,0.13730437,1
13742607,0.13742607,2
13746441,0.13746441,1
13756947,0.13756947,1
13776851,0.13776851,2
13776984,0.13776984,1
13789800,0.137898,1
13790209,0.13790209,2
13801541,0.13801541,1
13808148,0.13808148,1
13814172,0.13814172,4
13815808,0.13815808000000002,1
13821769,0.13821769,3
13833867,0.13833867,2
13854891,0.13854891,3
13871525,0.13871525,1
13889649,0.13889649,4
13905828,0.13905828,1
13906061,0.13906061,3
13913307,0.13913307,1
13962190,0.1396219,1
13976694,0.13976694,1
14017343,0.14017343000000002,4
14025316,0.14025316000000002,4
14027109,0.14027109000000001,1
14110983,0.14110983,1
14131990,0.1413199,4
14155177,0.14155177,1
14198966,0.14198966,2
14204670,0.1420467,1
14248444,0.14248444,4
14255991,0.14255991,3
14256342,0.14256342,1
14264165,0.14264165,1
14301115,0.14301115,4
14305331,0.14305331000000002,1
14332523,0.14332523,2
14370958,0.14370958,2
14377606,0.14377606,1
14437355,0.14437355,3
14447805,0.14447805,2
14470558,0.14470558,1
14484781,0.14484781,1
14494450,0.1449445,1
14501916,0.14501916,1
14526638,0.14526638,1
14527620,0.1452762,1
14560035,0.14560035,1
14574289,0.14574289,3
14582733,0.14582733,3
14613275,0.14613275,2
14671499,0.14671499,2
14699493,0.14699493,3
14715758,0.14715758,1
14731558,0.14731558,1
14731811,0.14731811,2
14740578,0.14740578000000001,2
14746823,0.14746823,2
14777959,0.14777959000000002,3
14807543,0.14807543,3
14845950,0.1484595,1
14850759,0.14850759,3
14890160,0.1489016,1
14924441,0.14924441,4
14927123,0.14927123,1
14932479,0.14932479,4
14959116,0.14959116,1
14960215,0.14960215,1
14964605,0.14964605,1
14991585,0.14991585,1
15002977,0.15002977,1
15008827,0.15008827,3
15091895,0.15091895,1
15100745,0.15100745000000002,2
15101038,0.15101038,2
15116997,0.15116997000000001,4
15150074,0.15150074,2
15185135,0.15185135,4
15202480,0.15202480000000002,1
15241685,0.15241685,1
15251396,0.15251396,2
15301843,0.15301843,2
15309770,0.1530977,4
15355274,0.15355274,2
15358052,0.15358052,4
15359904,0.15359904,1
15379636,0.15379636,3
15385292,0.15385292,2
15417389,0.15417389,2
15431184,0.15431184,4
15432859,0.15432859000000002,1
15435355,0.15435355,1
15445281,0.15445281,3
15505060,0.1550506,2
15515794,0.15515794,1
15520036,0.15520036,2
15529996,0.15529996000000001,4
15548140,0.1554814,1
15563202,0.15563202,3
15568964,0.15568964,2
15602888,0.15602888,1
15615533,0.15615533,4
15636252,0.15636252,1
15646365,0.15646365,1
15649485,0.15649485,1
15691431,0.15691431,2
15696934,0.15696934,1
15706138,0.15706138,1
15772823,0.15772823,3
15773228,0.15773228,1
15773636,0.15773636,3
15779318,0.15779318,1
15788068,0.15788068,4
15803150,0.1580315,1
15808406,0.15808406,1
15817472,0.15817472,3
15829090,0.1582909,2
15846911,0.15846911,1
15849755,0.15849755000000001,1
15861009,0.15861009,1
15916840,0.15916840000000002,2
15935258,0.15935258,1
15938959,0.15938959,1
15939371,0.15939371,3
15948491,0.15948491,1
15950599,0.15950599000000001,1
15978157,0.15978157,2
16013788,0.16013788,1
16067074,0.16067074,1
16074108,0.16074108,1
16118131,0.16118131,2
16158915,0.16158915000000001,4
16165005,0.16165005,1
16181085,0.16181085,2
16199623,0.16199623,1
16200935,0.16200935,1
16209896,0.16209896000000001,3
16210207,0.16210207000000001,3
16212988,0.16212988,3
16220499,0.16220499,1
16229513,0.16229513,1
16266551,0.16266551,1
16311188,0.16311188000000001,1
16315664,0.16315664,1
16340241,0.16340241,3
16350401,0.16350401,2
16429712,0.16429712,2
16495186,0.16495186,1
16509754,0.16509754000000001,4
16518435,0.16518435,1
16524326,0.16524326,2
16553461,0.16553461,3
16564694,0.16564694,2
16595033,0.16595033,1
16665149,0.16665149,1
16673400,0.166734,3
16673712,0.16673712000000002,2
16721086,0.16721086000000002,1
16729569,0.16729569,1
16783510,0.16783510000000001,2
16836799,0.16836799,4
16855572,0.16855572,2
16888051,0.16888051,1
16894484,0.16894484,4
16908892,0.16908892,1
16925497,0.16925497,1
16958035,0.16958035,2
16959576,0.16959576,1
16969547,0.16969547000000001,1
16983761,0.16983761,2
16993825,0.16993825,3
17048846,0.17048846,1
17054351,0.17054351,3
17057896,0.17057896,1
17070390,0.1707039,2
17089104,0.17089104,1
17090623,0.17090623,1
17098877,0.17098877,2
17147613,0.17147613,2
17153469,0.17153469000000002,2
17154932,0.17154932,2
17182369,0.17182369,4
17196730,0.17196730000000002,2
17201611,0.17201611,2
17212328,0.17212328000000002,1
17325908,0.17325908,1
17366816,0.17366816000000002,2
17387989,0.17387989,2
17407333,0.17407333,1
17425759,0.17425759,1
17438200,0.174382,1
17495156,0.17495156,2
17508445,0.17508445,4
17521059,0.17521059,2
17544570,0.1754457,1
17570364,0.17570364,1
17581876,0.17581876,1
17643463,0.17643463,2
17668786,0.17668786,3
17681467,0.17681467,3
17710629,0.17710629,2
17730188,0.17730188,4
17755088,0.17755088,4
17791821,0.17791821,1
17802684,0.17802684,2
17802758,0.17802758,1
17816325,0.17816325,2
17826516,0.17826516,2
17833786,0.17833786000000001,1
17843006,0.17843006,2
17849063,0.17849063,2
17877538,0.17877538,3
17886534,0.17886534,3
17917048,0.17917048,3
17935240,0.1793524,1
17961911,0.17961911,1
17969937,0.17969937,1
18002339,0.18002339,2
18010415,0.18010415,3
18025144,0.18025144,2
18062624,0.18062624,1
18067112,0.18067112,1
18070895,0.18070895,1
18100956,0.18100956,3
18112233,0.18112233,1
18132422,0.18132422,2
18163957,0.18163957,2
18223982,0.18223982,3
18224238,0.18224238,4
18275570,0.1827557,4
18276337,0.18276337,2
18326484,0.18326484,1
18351328,0.18351328,2
18359696,0.18359696,1
18378331,0.18378331,1
18393866,0.18393866,2
18397577,0.18397577,4
18398288,0.18398288000000002,1
18403912,0.18403912,3
18415777,0.18415777,1
18416204,0.18416204,2
18433782,0.18433782,2
18456730,0.18456730000000002,1
18466978,0.18466978,3
18467416,0.18467416,2
18467719,0.18467719,3
18477293,0.18477293,1
18477965,0.18477965000000002,2
18513081,0.18513081,1
18526988,0.18526988,3
18551656,0.18551656,1
18557551,0.18557551,4
18569855,0.18569855,3
18569974,0.18569974,1
18571668,0.18571668,3
18573989,0.18573989,2
18608703,0.18608703000000001,1
18617621,0.18617621,1
18634129,0.18634129,1
18651009,0.18651009000000002,1
18651710,0.1865171,2
18652957,0.18652957,2
18654429,0.18654429,1
18657180,0.1865718,4
18659726,0.18659726000000001,1
18674453,0.18674453,1
18682873,0.18682873,1
18698850,0.1869885,1
18707007,0.18707007,3
18721899,0.18721899,2
18723049,0.18723049,3
18745401,0.18745401,4
18745506,0.18745506,4
18747706,0.18747706,1
18767931,0.18767931000000002,2
18783350,0.18783350000000001,4
18789136,0.18789136,4
18801216,0.18801216,3
18829117,0.18829117,4
18891712,0.18891712,4
18913650,0.1891365,2
18952738,0.18952738,4
18960930,0.1896093,2
18965929,0.18965929,1
18975439,0.18975439,2
18981881,0.18981881,1
18995539,0.18995539,4
19001752,0.19001752,4
19006671,0.19006671,1
19197590,0.1919759,1
19198437,0.19198437000000002,4
19200379,0.19200379,3
19207825,0.19207825,1
19237254,0.19237254,2
19251413,0.19251413,1
19257961,0.19257961,2
19287268,0.19287268,3
19299342,0.19299342,2
19335470,0.1933547,3
19339964,0.19339964,1
19415718,0.19415718,1
19421707,0.19421707,1
19452203,0.19452203,1
19488208,0.19488208,1
19509904,0.19509904,4
19517556,0.19517556,4
19523863,0.19523863,2
19526759,0.19526759,2
19537553,0.19537553,1
19539303,0.19539303,3
19574997,0.19574997,1
19616116,0.19616116,1
19628476,0.19628476,1
19643671,0.19643671000000001,3
19647896,0.19647896,3
19648198,0.19648198,2
19668832,0.19668832,1
19682990,0.1968299,1
19685423,0.19685423,2
19716678,0.19716678,1
19719996,0.19719996,3
19727560,0.1972756,1
19730097,0.19730097,1
19731811,0.19731811,3
19732500,0.197325,1
19741329,0.19741329,1
19758269,0.19758269,2
19788122,0.19788122,1
19790390,0.1979039,1
19836394,0.19836394000000002,1
19896353,0.19896353,1
19897724,0.19897724,1
19914865,0.19914865,3
19941094,0.19941094,1
19974919,0.19974919,2
20004930,0.2000493,2
20006117,0.20006117,2
20022045,0.20022045,3
20054905,0.20054905,1
20077310,0.2007731,1
20078785,0.20078785000000002,2
20078947,0.20078947,2
20081349,0.20081349,1
20093752,0.20093752,1
20097184,0.20097184,3
20128471,0.20128471,4
20134118,0.20134118,2
20137369,0.20137369,1
20203581,0.20203581,4
20214829,0.20214829,4
20228647,0.20228647,2
20257360,0.2025736,1
20260977,0.20260977,2
20263106,0.20263106,1
20268638,0.20268638,3
20310332,0.20310332,2
20312202,0.20312202000000001,2
20321522,0.20321522,3
20339480,0.20339480000000001,1
20363505,0.20363505,1
20363937,0.20363937000000001,1
20364073,0.20364073,2
20375004,0.20375004,1
20423641,0.20423641,2
20430949,0.20430949,1
20455580,0.2045558,1
20466327,0.20466327,3
20479177,0.20479177,1
20504156,0.20504156,4
20525427,0.20525427000000002,1
20534203,0.20534203,1
20540977,0.20540977,1
20556819,0.20556819,1
20565459,0.20565459,3
20577869,0.20577869000000001,3
20578841,0.20578841,3
20606935,0.20606935,1
20655173,0.20655173000000002,3
20673630,0.2067363,2
20679934,0.20679934,1
20680188,0.20680188,1
20699248,0.20699248,3
20712209,0.20712209,2
20715945,0.20715945,1
20723996,0.20723996,1
20725192,0.20725192,1
20729104,0.20729104,1
20736129,0.20736129,1
20754533,0.20754533,1
20769483,0.20769483,1
20785263,0.20785263,4
20823485,0.20823485,1
20843487,0.20843487,1
20845465,0.20845465,2
20872049,0.20872049,4
20889349,0.20889349000000001,2
20932792,0.20932792,1
20952793,0.20952793,1
20984972,0.20984972000000002,1
20987152,0.20987152,1
21034598,0.21034598000000002,1
21049425,0.21049425,1
21052945,0.21052945,2
21072362,0.21072362,1
21101996,0.21101996,1
21104022,0.21104022,1
21107087,0.21107087,1
21117698,0.21117698000000001,1
21171166,0.21171166,1
21173887,0.21173887,1
21174069,0.21174069,2
21181930,0.21181930000000002,4
21202196,0.21202196,1
21239826,0.21239826,1
21241427,0.21241427000000002,4
21244869,0.21244869,3
21249115,0.21249115000000002,3
21256473,0.21256473,1
21270258,0.21270258,1
21310977,0.21310977,2
21313840,0.2131384,2
21318652,0.21318652000000002,2
21323277,0.21323277000000002,2
21383617,0.21383617,2
21422407,0.21422407000000002,2
21435220,0.2143522,4
21452856,0.21452856,1
21455820,0.2145582,4
21500989,0.21500989,1
21503379,0.21503379,1
21532609,0.21532609,1
21552681,0.21552681,1
21562369,0.21562369,1
21564246,0.21564246,2
21567403,0.21567403000000002,4
21579311,0.21579311,4
21597662,0.21597662,1
21603936,0.21603936,4
21615355,0.21615355,2
21626030,0.21626030000000002,4
21665267,0.21665267,4
21685418,0.21685418,4
21730245,0.21730245,1
21730706,0.21730706,2
21743739,0.21743739,4
21752938,0.21752938,1
21760370,0.2176037,2
21769826,0.21769826,1
21784247,0.21784247,3
21795716,0.21795716,4
21797903,0.21797903000000002,4
